Review,Rating,Thumbs Up Count,Review Date
driver dilama lamain datengnya,1,0,2024-10-18 08:09:53
Mantap murah meriah dan banyak diskon 👍,5,0,2024-10-18 08:09:06
Wokaylah,5,0,2024-10-18 08:09:01
"Driver,a ramah..👍",5,0,2024-10-18 08:01:00
Selalu puas dg pelayanannya,5,0,2024-10-18 07:53:47
Mantap banyak promo nya apk 1 ini,5,0,2024-10-18 07:51:31
Apk yg selalu setia menemani perjalanan 👍,5,0,2024-10-18 07:43:43
Semoga sukses,5,0,2024-10-18 07:39:07
"Tiap pesan gocar, selalu dicancel. Padahal bukan pakai gocar hemat, tapi gocar biasa. Ga tau knp akun saya ga bisa pesan gocar, selalu ga berhasil, alhasil saya memakai aplikasi lain (gr*b) untuk memesan mobil. Sangat kecewa!!!",1,0,2024-10-18 07:31:42
Tidak bisa update auto,3,0,2024-10-18 07:30:13
Baik,5,0,2024-10-18 07:21:57
Tingkatkan voucher diskonnya yaa... good,5,0,2024-10-18 07:17:54
Sangat membantu,5,0,2024-10-18 07:09:45
Bagus,4,0,2024-10-18 06:56:09
bagus,5,0,2024-10-18 06:54:56
sangat membantu,5,0,2024-10-18 06:36:59
Ok,5,0,2024-10-18 06:27:12
Mantap,5,0,2024-10-18 06:23:39
"Aplikasi ini bagus, tapi kadang-kadang suka gak nge save tempat jemput/tujuan. Tapi gak papa tunggu beberapa menit nanti juga normal lagi kok✍️✍️🔥🔥",4,0,2024-10-18 06:19:09
👍👍👍👍👍,5,0,2024-10-18 06:10:09
Biaya layanan sekarang meningkat :(,4,0,2024-10-18 06:09:19
Praktis,5,0,2024-10-18 05:57:26
saran aj buat apk gojek daerah lw liang sampai cigudeg apk nyah gk bisa d buka Padahal bnyk sewa.. Daftar ad ojek biasa.. Mahal2 hk karuan,5,0,2024-10-18 05:55:14
Oke lh,4,0,2024-10-18 05:38:01
good,5,0,2024-10-18 05:31:34
Sukses selalu Gojek,5,0,2024-10-18 05:26:04
"Saat liburan dibali ternyata lebih tidak dianjurkan pembayaran nontunai/gopay krna bnyak driver tidak mau ambil orderan, ternyata bnyak keluhan driver karna tidak bisa ambil saldonya sendiri harus melalui vendor dan itu potongan nya besar jadi kalian untuk pengguna taxi online lebih baik pindah ke grab saja supaya tidak terjadi kepada saya dan keluarga lagian aneh juga ya klau drivernya benar masak saldo gopay mereka gk bisa diambil sendiri, lucu deh sepertinya gojek bali harus perbaiki sistem",1,0,2024-10-18 05:26:00
Kok yg kedua kalinya harga 2kali lipat,5,0,2024-10-18 05:15:38
"Selama ini menggunakan jasa online Gojek Alhamdulillah pelayanan baik, driver bersikap sopan, utk food nya pun aman.. Terima kasih Gojek",5,0,2024-10-18 05:10:55
"Cuma aplikasi nya terlalu besar, aplikasi nya bagus sih",3,0,2024-10-18 05:06:00
nyari driver terdekat susah. udah waktu mepet dapat driver jauh jauh aja. padahal driver di depan mata dan layanan nya aktif. saya tanya ke driver nya akun nya lagi anyeb. makanya orderan GK masuk ke saya.jeg jeng katanya aplikasi anak bangsa tapi nyengsarain . coba di perbaiki sistem nya biar dapat diver terdekat,1,0,2024-10-18 05:03:41
"Untuk gocar , driver sering cancel",1,0,2024-10-18 04:58:00
Mantap,5,0,2024-10-18 04:55:13
Aplikasi ini sangat bagus dan terimakasih telah menjemput saya dengan cepat,5,0,2024-10-18 04:39:31
Gojek sekarang ribed pke verifikasi muka segala,2,0,2024-10-18 04:33:50
Good,5,0,2024-10-18 04:18:25
lama sekali kali nunggunya,1,0,2024-10-18 04:14:41
Mantap,5,0,2024-10-18 04:00:30
good,5,0,2024-10-18 03:58:55
Mantap,5,0,2024-10-18 03:41:49
Ok,5,0,2024-10-18 03:30:45
ɱαɳƚυʅ ɱαɳƚυʅ ɯҽʂ ρσƙσƙ ҽ...𝕄𝕒𝕟𝕥𝕦𝕝 𝕞𝕒𝕟𝕥𝕦𝕝 𝕨𝕖𝕤 𝕡𝕠𝕜𝕠𝕜 𝕖...𝕸𝖆𝖓𝖙𝖚𝖑 𝖒𝖆𝖓𝖙𝖚𝖑 𝖜𝖊𝖘 𝖕𝖔𝖐𝖔𝖐 𝖊...𝙢𝙖𝙣𝙩𝙪𝙡 𝙢𝙖𝙣𝙩𝙪𝙡 𝙬𝙚𝙨 𝙥𝙤𝙠𝙤𝙠 𝙚,5,0,2024-10-18 03:04:54
pelayanan baik dan respon cepar,5,0,2024-10-18 03:01:24
"Respon cepat Respek banget Semoga selalu berkualitas Layanan, dan kredibilitas",5,0,2024-10-18 02:59:43
Mantapp,5,0,2024-10-18 02:55:27
"Awas hati-hati dengan go-pay pinjam, gara-gara ngaktifin itu nggak ada pinjaman aja udah diteleponin nomor tidak dikenal yang mau menawarkan pinjol, bayangkan gimana kalau ada Pinjaman.",1,0,2024-10-18 02:53:01
"2x pakek gojek titik antar selalu ga sesuai. Alhasil selalu di mahari driver, mana ongkirnya mahal. Tolong dong titik antarnya yg sesuai. Biar saya ga di marahin Mulu sama driver, gara gara titik antarnya ga sesuai.",1,0,2024-10-18 02:51:12
Percuma diskon 50% kalo ujung2nya maksimal 2 ribu. Tolol,1,0,2024-10-18 01:53:00
Mantap... Terima kasih Go-Jek...👍👍👍🙏😊,5,0,2024-10-18 01:41:19
Gojek parah !!!!!!!!!!! Biasa aku kepukesmas 10 menit bayar 20rb kadang 18rb dengan sekarang semenjak bnyak demo dan update kepukesmas 54rb !! Udah kya mau ketanggerang aja matok harga gak pke otak. Kepukesmas biasa bayar 40 atau 38 PP ini 100rb lebih PP !! Bodoh !!!,1,0,2024-10-18 01:36:46
bagus,5,0,2024-10-18 01:31:50
"Driver semakin hari semakin aneh. Jelas jelas saya sudah pakai voucher dan dapat harga yang murah kan sesuai nominal di aplikasi yang disediakan. Nah kenapa driver melunjak aneh gak jelas. Minta uang lebih. Ongkosnya terlalu murah. Alasan aki rusak. Mobil kotor. Berdebu, bau. Kalo gak mau, ya udah aplikasi jangan ada acara voucher2 an. Percuma ada vocher tapi minta uang lebih. Ngelunjak. Jelek ah aplikasinya. Jadi males pesen lagi. Males. Maaf ya tapi memang kenyataannya gitu, yang aku alami.",1,0,2024-10-18 01:27:27
👍,5,0,2024-10-18 01:09:37
Sangat membantu saat waktu mepet,5,0,2024-10-18 01:02:12
baik,5,0,2024-10-18 00:53:44
😀,5,0,2024-10-18 00:43:25
pelayanan nya kurang bagus nyari gojeknya susah blum masuk ke wilayah desa,1,0,2024-10-18 00:36:18
"Luarrrr Biasaaa, Tambah Kereeenn Sukses Selalooo",5,0,2024-10-18 00:33:59
Nice,5,0,2024-10-18 00:23:24
"Cepet penjemputan ya, dan cukup murah'",5,0,2024-10-17 23:56:59
Sangat ramah pengemudinya,5,0,2024-10-17 23:45:44
sangat membantu,5,0,2024-10-17 23:43:28
Eror apk ga bisa dibuka....,1,0,2024-10-17 23:41:22
Mantap,4,0,2024-10-17 23:32:29
Cepat penjeputanya dan akurat pengantaranya,5,0,2024-10-17 23:26:29
"Sebetulnya saya kalo memesan makanan atau pesan online lebih memilih gojek dibandingkan dg aplikasi online lain dikarenakan cepat tanggap dan metode pembayaran praktis namun sayangnya karena kemarin saya baru top up gopay saldo tidak langsung masuk karena menunggu 2 hari secara tidak langsung gopay bukan solusi terbaik bila saya mau butuh sesuatu mendadak seperti isi kuota, bayar tagihan dsbnya. Sehingga saya jadi males dan memikirkan ulang kalo mau pesan online atau bayar sesuatu yang mendadak",3,0,2024-10-17 23:13:07
Sangat membantu,4,0,2024-10-17 23:11:26
Aplikasimu ku hapus karna slalu kluar saat melihat iklanmu. Itu sangat mengganggu.,1,0,2024-10-17 22:34:53
"saya kecewa dgn gojek kenapa limit paylater saya diblokir sdgkan bayarnya tidak pernah telat,alasan yg diberikan tidak masuk akal",2,0,2024-10-17 22:19:14
Gacor abis,5,0,2024-10-17 22:18:23
"Satsetsatset deh kalo pake gojek, cuma kadang gofoodnya tetep mahal ih",5,0,2024-10-17 21:23:33
kerenn,5,0,2024-10-17 20:59:32
Good,5,0,2024-10-17 20:40:24
"Jangan kelamaan batalin pesanan gofood lah kalo susah dapat driver, permudah customer untuk membatalkan pesanan kalo driver susah ditemukan, biar cari resto lain, saya udah naik asam lambung 3 kali gonta ganti driver ujung ujungnya dibatalin, kesal tau nggak",4,0,2024-10-17 19:51:36
"Dulu memang terbaik, tp akhir2 ini sering bgt dicancel oleh driver car, mgkn alasannya karna saya pilih yg hemat tp bawa 3penumpang, apakah itu salah saya??? Sedangkan di apknya tertera untuk 4orang... disitu si driver rata2 tanya ""berapa penumpang"" stlh saya jawab ""1dewasa 2anak"" lgsg di cancel.. tolong dong gojek kasih peringatan buat driver car seperti itu.. sering bgt loh aku tercancel, dan itu sangat menghabiskan waktu.. waktu jd terbuang karna orderan berulang!! Sorry for ⭐️One 🙏🏻",1,0,2024-10-17 19:02:49
Memuaskan,5,0,2024-10-17 18:58:29
Lebih mahal,4,0,2024-10-17 18:41:42
Ok,5,0,2024-10-17 18:21:09
Mantap gojek,5,0,2024-10-17 18:14:28
Lg kaga butuh ditawarin.. pas butuh ditolak terus 😵‍💫,1,0,2024-10-17 18:13:49
perfect,5,0,2024-10-17 17:34:42
Ok,4,0,2024-10-17 17:29:15
Ok,5,0,2024-10-17 17:22:59
Mantap,5,0,2024-10-17 17:13:49
"Kenapa masih pakai verifikasi wajah untuk login? Itu hanya mempersulit pengguna saja. Tidak ada kesalahan, tapi tetap kesalahan (tidak terverifikasi). Lebih baik dihapus saja verifikasi wajah ini.",1,0,2024-10-17 17:04:18
Mantap,5,0,2024-10-17 16:56:16
Ok,5,0,2024-10-17 16:34:01
GK susah mau ke mana mana,5,0,2024-10-17 15:53:22
MODE PENGIRIMAN HEMAT HANYA UNTUK ORANG MISKIN 👍,5,0,2024-10-17 15:23:00
Sangat membantu,5,0,2024-10-17 15:22:39
Gofood sekarang gojek jadi lama lelet lah ... Saya lapar tapi ga ada buat ongkir malah nunggu sampai 1 jam .. Parah lah pantes aja pada pindah apk,1,0,2024-10-17 14:55:46
Banyakin lagi diskonnya yaaa,5,0,2024-10-17 14:42:08
jozzzzz.... sip tok pokoke. promo e perjalanan dibanyakin,5,0,2024-10-17 14:41:42
Makin ngelag lemot mau pesan aja harus nunggu buka menu harus nunggu....,1,0,2024-10-17 14:41:27
Mantap rekomend,5,0,2024-10-17 14:41:19
"Gojek udah ga kayak dlu. Skrg ongkirnya mahal. Ongkir gofood untuk jarak 1 -2km kayak ongkir untuk jarak 7-10km. Trus ditambah ada biaya layanan juga. Kalo pake mode hemat, prosesnya lama banget. Blm lagi nunggu dapet drivernya. Trus untuk goride kadang susah dpt drivernya. Padahal di lokasi sekitar ada banyak driver. Aplikasi juga sering error.",1,21,2024-10-17 14:38:41
Harganya terlalu mahal cink,1,0,2024-10-17 14:38:10
Bagus gaiiss dan mantap gojek,5,0,2024-10-17 14:37:22
Aman gk pernah ada masalah dan makin the best pelayanannya udah makin banyak opsi lainnya disini jadi makin mempermudah,5,0,2024-10-17 14:26:54
Malam ini tanggal 17 Oktober 2024 pada jam 21.13 telah terjadi penipuan pada pemesanan gosend data terserah ke sindikat penipuan,1,0,2024-10-17 14:20:38
Siippp,5,0,2024-10-17 14:10:19
sikap sopan,5,0,2024-10-17 14:06:19
Ongkir gofood nya gilakkkkk 🤣🤣bye,3,0,2024-10-17 13:58:42
bagus,5,0,2024-10-17 13:55:59
very good,5,0,2024-10-17 13:51:58
"Map di benerin, titiknya ngaco mulu!",1,0,2024-10-17 13:43:56
"Iklan terlalu spam, tolong di perbaiki sistem nya.",1,0,2024-10-17 13:39:00
Mantap,5,0,2024-10-17 13:37:44
Mantap,5,0,2024-10-17 13:35:26
mudah dan aman,5,0,2024-10-17 13:35:09
Mantap,5,0,2024-10-17 13:31:54
Mudah di akses..mantappp,5,0,2024-10-17 13:31:31
Good job,5,0,2024-10-17 13:27:24
Sangat membantu dalam transport perjalanan,5,0,2024-10-17 13:27:08
Apk nya lengkap. Tapi ongkirnya sangat mahal.,2,1,2024-10-17 13:21:39
"Mantap buat yg suka mager, gojek solusi nyeee,, 😂🤘⚓",5,0,2024-10-17 13:17:11
Mantap,5,0,2024-10-17 13:15:34
pin udah bener dibuat payment gabisa gjls,1,0,2024-10-17 12:58:12
Bagus n memuaskan,5,0,2024-10-17 12:52:54
driver banyak mengeluh kalo pake mode hemat,1,0,2024-10-17 12:51:20
Banyakin promo dan kurangi biaya lain lain,5,0,2024-10-17 12:41:43
Sangat membantu.klo malas kluar ya pakai aplikasi ini...selama ini driver nya ramah² dan baik.,5,0,2024-10-17 12:38:58
Top markotop,5,0,2024-10-17 12:25:28
go food telattttt terosssss...ga expres ga standar..telaaatt terosssssss,1,0,2024-10-17 12:23:17
"Perbaikin lagi masalah pemberitahuan/notifikasi, masa diberitahukan kalo gak dapat driver atau driver sedang sibuk pas mau mesan goride lagi untuk kedua kalinya tiba-tiba ada driver dari pesan goride yang pertama",2,0,2024-10-17 12:22:14
🙏👍,5,0,2024-10-17 12:18:33
Sangat membantu,4,0,2024-10-17 12:06:44
Membantu aplikasinya,5,0,2024-10-17 11:57:38
"Bintang 5 gae Kowe Tulong sampekne Ng aplikasi Ovo aku meh ngeri ulasan loading terus, ulasane ngene: O..goblog asyiu jarene kudu upgrade nek arep transfer ke bank, to arep upgrade malah Muni tedak memenuhi syarat, karepmu piye Cok! Wong aku daftar gae nomor & email ku dhewe! Nek ancen mbok syarati! Ngomongo!! Syarati opo djiancok we! Duitku mati Ng Kono! Aku kok malah jadi spekulasi Kowe Ki etok-etok ngarani wong gk mmenuhi syarat padahal ancen duitku mbok tahan, angka saldoku nek formalitas",5,0,2024-10-17 11:53:38
Saya hampir di tabrak driver gojek.. dan driver gojek yang malah marah marah kepada saya,1,0,2024-10-17 11:49:48
Lebih banyakin promo ya,5,0,2024-10-17 11:33:13
"Kecewa banget sama apk ini, padahal saya pengguna setia gojek, skrg jarang ada promk dan sering banget telat pengiriman klo pas lagi pesan makanan, apk nya gak kayak dlu lagi skrg",1,0,2024-10-17 11:31:53
Mntap,5,0,2024-10-17 11:27:21
Bagus tingkatkan terus pelayanannya,4,0,2024-10-17 11:16:48
Sangat membantu,5,0,2024-10-17 11:01:28
Mantap pkok eee...,5,0,2024-10-17 10:55:04
Keren aplikasi ini dapat mudah digunakan dan sangat membantu,5,0,2024-10-17 10:47:51
Gopay saya di gojek suka kepotong otomatis 29 rb sekian. History nya pembayaran google play. Sy merasa rugi krn tidak merasa melakukan pembayaran otomatis. Bagaimana cara keluar dari pomotongan tersebut. Mohon utk di respon,5,0,2024-10-17 10:45:01
Wah mitranya banyak yang jadi belangsak pada umumnya karena sistem prioritas egois . Gak sehat,1,0,2024-10-17 10:34:09
Apikasi gopartner yang bisa dan mudah untuk mendapat kan oderan,5,0,2024-10-17 10:31:25
Cepat dan baik pelayanannya,5,0,2024-10-17 10:25:19
"membantuu bangettt sii, untukk aku yang apaa' sendirii, jadii kalauu pulangg sekolaa tinggal pake gojek🤍",5,0,2024-10-17 10:02:29
Good job,5,0,2024-10-17 09:55:51
"Driver Gocar Surabaya utara pemalas, pilih² orderan",1,0,2024-10-17 09:49:52
Iklan tidak ramah:(,1,0,2024-10-17 09:46:39
Siip,5,0,2024-10-17 09:32:23
Selain system ada juga hal yg sangat perlu diperhatikan terkait drivenya sendiri khususnya driver motor yaitu kebersihan HELM yang disediakan untuk penumpang. Tolong dibuatkan standard dan ketentuan dari Gojek biar penumpang nyaman.,4,1,2024-10-17 09:30:55
"Sangat membantu, banyak promonya",5,0,2024-10-17 09:26:48
bagus,5,0,2024-10-17 08:51:34
Sarahmah baik,4,0,2024-10-17 08:39:39
Mantap,5,0,2024-10-17 08:37:48
Ok,5,0,2024-10-17 08:36:35
"Mau apa apa jadi mudah, Dimanapun dan kapanpun Mau jajan apapun bisa",5,0,2024-10-17 08:35:48
Sangat berguna dan dapat dipercaya,5,0,2024-10-17 08:34:32
Sumpah sbel bgt iklan muncul trs d hpq tolong mengganggu sekali,1,0,2024-10-17 08:26:43
"Ini sudah 2kalinya kenapa driver selalu salah alamat dan titip penjemputan tidak sesuai ama di map gojek nya,, kok bisa jaraknya beda sampai 2kilo sama rumah saya",3,0,2024-10-17 08:26:28
Mantul,5,0,2024-10-17 08:16:57
"Keamanan aplikasinya di perbaiki lgi, untuk pembayaran gofood bisa di kasih konfirmasi lgi untuk menghindari pembelian yg tidak di sengaja",1,0,2024-10-17 08:05:42
"Aplikasi rusak kaga mau nyari yang terdekat malah di pilihin yang jauh jauh sengaja banget. Ketauan bego teknik marketing nya, giliran yang murah jauh jauh.",1,0,2024-10-17 07:59:12
puas gercep murah meriah,5,0,2024-10-17 07:58:52
Sangat akurat,5,0,2024-10-17 07:50:27
Sangat membantu,5,0,2024-10-17 07:47:18
Bagus,5,0,2024-10-17 07:47:02
mantap,5,0,2024-10-17 07:44:15
"Dear gojek,tolong lh umur driver di batesin jangan udh 40+ masih bisa ini bawa kendaraan bawa orang lain.terus suruh driver bawa uang kembalian.secara matematika 46 itu deket ke 45 knp malah jadi 50!",1,0,2024-10-17 07:40:54
"Mau login aja wajib pake verifikasi wajah, buat apa?? Kek pinjol aja",1,1,2024-10-17 07:38:22
Sangat membantu,5,0,2024-10-17 07:31:44
👍👍👍👍,5,0,2024-10-17 07:26:32
Sejauh ini layanan memuaskan. Semoga semakin ditingkatkan. Terima kasih.,5,0,2024-10-17 07:20:18
makin kesini makin kasian mitra driver nya aplikasi nya erorr trus...sistem kaga stabil berjalan 12 tahun...kalah sama shopee maxim indriver grab ......lom kasian kasian mitra driver nya oderan gabungan ud lama argo tarif murah,1,0,2024-10-17 07:17:20
sampah,1,0,2024-10-17 07:12:20
"Di saat sedang sakit, nunggu makanan yang sudah di pesan, eh aplikasi nya eror, dan sampai sekarang gak bisa masuk, aplikasi sampah",1,2,2024-10-17 07:10:14
Drivernya pada songong semua kalo trip pendek gaada yg mau,1,0,2024-10-17 07:09:36
Susah mau chat sma operator nya,1,0,2024-10-17 07:08:34
"Ini mah masih mendingan Torik usia 2 bln udah haji, Persis dengan apa yang dialami putri. Putri yg baru kelas 6 SD, saat hendak pulang sekolah, ia melihat mobil ayahnya parkir di semak semak dan saat itu pun Putri mendekati mobil yg di dalamnya ada Ayahnya bersama tante Sofi, tetangganya... Sesampai rumah Putri pun cerita sama ibu nya.. Putri: Bu, tadi aku liat mobil ayah parkir di semak - semak Bu. Ibu: Truss?? Putri: Didalam mobil ada ayah sama tante sofi bu.. ibu: Stop nak!!! jng di lanjutin",5,0,2024-10-17 06:57:18
"Mau login ke akun tapi harus nunggu 60 menit udh nunggu 60 menit malah ngkk bisa lagi padahal percobaan baru sekali tapi apknya blg terlalu banyak percobaan hadeh,malah nunggu 12 jam lagi padahal udh bisa no tlpn SMA pasword tinggal muka aja please lah",1,0,2024-10-17 06:41:50
disitu butuh disitu rusak aplikasinya,1,0,2024-10-17 06:38:56
"Gimana nih, abis aktifin gojek plus malah error apknya, lagi pesen gofood dicancel 2x sm driver seenaknya. Pesanan jadi lama dan driver gabisa dihubungi 👎",1,0,2024-10-17 06:38:19
Udah pake pengiriman yg expres harganya lebih mahal biar cepet .eh ini malah telat 10 menit . Gmnh si,1,0,2024-10-17 06:36:41
Error mulu,5,0,2024-10-17 06:32:27
Mau order makanan aja gk bisa... ribet,1,0,2024-10-17 06:31:42
Lelet,1,0,2024-10-17 06:30:35
what's up with the gojek app today ?,4,0,2024-10-17 06:29:33
"keren yaa, apk ini sering saya pakai buat pulang sekolah tapi kalo apk nya tb² eror terpaksa nunggu panas ² an dan sekolah juga jauh, nyebelin bgt.",1,0,2024-10-17 06:29:08
"aplikasi ga bisa dipakai, katanya lagi rame yang makai, wkwk",1,0,2024-10-17 06:27:52
"KENAPA HABIS ISI SALDO LEMOT SEKALI??,PESAN MAKANAN SAJA TIDAK BISA, TOLONG PERBAIKI DONG. JANGAN MERUGIKAN ORG LAIN GINI😤😤😤😠",1,0,2024-10-17 06:27:48
apk padat?? pekerjanya ngapain,1,0,2024-10-17 06:27:41
"Pakek aplikasi ini tiba² error gabisa order gocar, mau pulang jadi gabisaaa",1,0,2024-10-17 06:26:45
Server overload setiap pesanan sudah diklik sampai batas waktu tidak bisa dilacak keberadaannya,3,0,2024-10-17 06:25:45
Masuk gofood lama banget,1,0,2024-10-17 06:24:37
kenapa eror trus si setiap mau buka aneh,2,0,2024-10-17 06:23:57
Aplikasi tolol gangguan ajg,1,0,2024-10-17 06:22:30
"Gojek kenapa sih??, ada masalah server kah? Ini aplikasi nya ngga bisa dibuka, mana udah terlanjur pesan makan lagi, hilang deh tuh uang di gopay, mau tanggung jawab ngga???",1,0,2024-10-17 06:22:13
"kesel ih, aku lg pesen gofood dan udah dapat driver, malah tiba"" gabisa di apa""in, lemot semuaaaaaaa, biasanya ga beginiiii, kenapa skrg bgini dehhhh",1,0,2024-10-17 06:22:08
Aplikasinya GK bisa dipakai knapa???? 😡😡😡😡,5,0,2024-10-17 06:21:08
lagi urgent banget........malah eror.,2,0,2024-10-17 06:20:56
"Sering gangguan, sering di batalkan tiba² pedahal lagi lapar²nya.",1,1,2024-10-17 06:20:23
Kenapa lokasi nya tidak mau,1,0,2024-10-17 06:20:21
errorrrrrr woiiiiii,1,0,2024-10-17 06:19:48
aplikasinya jadi suka eror sangat menggangu jika keadaan mendesak,1,0,2024-10-17 06:18:36
"Ngelag Cok apaan pesanan GK jalan"" hadeuh",1,0,2024-10-17 06:18:17
gojek erorr,1,0,2024-10-17 06:17:59
Aplikasi sampah error mulu,1,0,2024-10-17 06:17:18
Eror mlu dh heran,3,0,2024-10-17 06:17:17
Gangguan nya ngeselin,1,0,2024-10-17 06:17:07
"Udah diupdate padahal malah tetep ga bisa cari lokasi, bener dah kecewa",1,0,2024-10-17 06:17:06
"Map selalu ga sesuai di aplikasi,, pelanggan selalu jadi sasaran driver, kasian jg driver muter"" jauh,, bener"" kessel sampe ga bisa di pake lagi aplikasiku, tolong aplikasi ini lebih akurat lagi donk mapnya. Bikin susah aja.",1,15,2024-10-17 06:16:50
"Lemot,pesan go food aja eror gabisa pesan makanan udah 1 jam lebih ,gimana kalo yang jauh dari makanan ya kelaparan pasti",1,0,2024-10-17 06:16:40
Sering kesalahan teknis semakin kesini 😔,3,0,2024-10-17 06:15:58
"""tunggu sebentar, biar kami bereskan. coba lagi atau kembali nanti"" MUAKK BGTTT PADAHAL LAGI BUTUH BGT INI APLIKASI😡",1,0,2024-10-17 06:15:52
"suka banget pesen makanan di gopud krna suka kasih promo yg gede tpi hari ini mlh error ya gbisa dibuka, ada problem kah?",4,0,2024-10-17 06:15:42
Ini kenapa setelah di-update titik alamat pada hilang dan ngga bisa pilih alamat??,2,0,2024-10-17 06:15:24
Erorr tidak jelas,1,0,2024-10-17 06:15:04
sering ngelag ngga bisa dipake,1,0,2024-10-17 06:12:00
Tambah hari tambah parah woiii ngikut2 grab doble orderan,1,1,2024-10-17 06:11:58
kadang suka lemot/server sibuk,3,0,2024-10-17 06:11:23
"Tolong aplikasi ini diperbaiki lagi sistem nya, saya mau pesan makan sekitar 19 menit lagi tapi ada pemberitahuan ""refresh buat cek transaksimu"". Gimana saya mau tau pesanan saya datang kalau sudah ada masalah begitu. Tolong di perbaiki lagi😠",2,0,2024-10-17 06:10:22
Masih sering error app terbaru malah tambah banyak,1,0,2024-10-17 06:09:55
App rusak.. orang kelaparan.. udah top up malah server sibuk.. biadab bet,1,0,2024-10-17 06:09:32
Repot cs robot tidak membantu,1,0,2024-10-17 06:08:53
"Ga bisa dipencet, minimal klo update yang bener lah jangan malah merusak fitur",1,0,2024-10-17 06:08:29
"Lagi mesan makanan , udah di bayar tapi tiba tiba eror dan pengiriman terlambat",1,0,2024-10-17 06:07:46
Sering bgt ngebug. Error. Ga bs loading apapun.,1,0,2024-10-17 06:07:41
"bagus, cepat dan baik",5,0,2024-10-17 06:02:12
"Sangat membantu sekali dalam mencari transportasi yg murah,nyaman dan sampai tujuan",5,0,2024-10-17 05:58:34
sangatlah bagus,5,0,2024-10-17 05:57:48
GOOD APPS 2024 OCTOBER,5,0,2024-10-17 05:55:57
Tambahkan fitur Revisi Rating.,2,0,2024-10-17 05:50:13
Terima kasih,4,0,2024-10-17 05:30:58
"Bagus, sangat membantu apl ini",5,0,2024-10-17 05:26:14
Gojek pasti ada jalan,5,0,2024-10-17 05:15:14
Aplikasi yang pantas untuk direkomendasikan....,5,0,2024-10-17 05:10:04
GOJEK NGEBUG GABISA DIGUNAKAN INTERNET MATI,1,0,2024-10-17 04:57:39
"Baru pertama kali aplikasinya sya pake buat pesen gojek, karna sya sdg jauh dan TDK ada yg mengantar.sangat puas sekali karna bisa di andalkan untuk kita yg tidak punya kendaraan.",5,0,2024-10-17 04:42:47
Bags sekali CPT,5,0,2024-10-17 04:36:57
Memudahkan ibu rumah tangga seperti saya saat suami tidak Dirumah,5,0,2024-10-17 04:30:53
Sangat membantu & mempermudah kperluan bepergian,5,0,2024-10-17 04:29:44
Susah batalin pesanan yg salah tekan... Dasar sontoloyo,1,0,2024-10-17 04:28:08
Ga bisa kontak ke customer service lewat Whatsapp,1,0,2024-10-17 04:25:57
"kalo rekrut driver usahakan nyari nya yang sopan dong! Saya habis dibentak bentak driver di hadapan banyak orang gara gara slowrespon. Saya pun udah minta maaf sama drivernya karena slowrespon gara² lagi ngurus anak saya yg sakit di ruangan rumahsakit. Gila sih, driver gojek kok galak banget. Mana udah saya kasih uang tip ngga ngucapin makasih. Attitude nya jelekkk, sokk jagoan.",2,0,2024-10-17 04:24:53
"Makin kesini makin parah , gak logis harga makanan 22rb biaya penanganan 18rb , penanganan apa sebegitu besar nya , percuma ada kan diskon 50% kalau akal akalan aja karna diskon berlaku akan tetapi biaya penanganan pesanan gak ngotak ampe setara dengan harga makanan nya , mending uinstal aja mending shopefood banyak promo",1,0,2024-10-17 04:23:14
Ok 👌bgs,5,0,2024-10-17 04:17:06
Mantap di kantong dan sanggat membatu,5,0,2024-10-17 04:13:37
Mohon maaf daftar akun gojek suka bertolak dan nomer ga masuk tidak betul aplikasi gojek tanggung jawab ga sempurna susah daftar ga ada email cari,1,0,2024-10-17 04:12:46
"Kadang suka aneh. Minta akses lokasi buat dapet makanan terdekat, pas udh nyala mapsnya ternyata masih lokasi sebelumnya. Tolong fi perbaiki ini fatal bgt soalnya jek",1,0,2024-10-17 04:09:59
Tttooooppppppp Semuanya tgl klik beres.. Mana bnyak promonya 👍,5,0,2024-10-17 04:06:23
"Voucher gofood 90 hari saya tidak bisa di pakai di hari berikutnya, saya beli voucher gofood tapi ga bisa di pakai di hari berikutnya padahal kemarin bisa, mohon bantuannya ya pihak gojek, jika tidak ada bantuan maka saya akan tindak lanjuti masalah ini dan saya besarkan masalah ini, terima kasih mohon balas saya dengan cepat karena saya butuh vouchernya",5,0,2024-10-17 04:01:07
Bravo and succes always go internasioal PT.APLIKASI ANAK BANGSA,5,0,2024-10-17 03:59:38
Jujur puas,3,0,2024-10-17 03:59:34
"Bisa seleksi lagi drivernya gak sih, makin sini makin banyak driver males banyak ngeluh , bisa berkali2 minta cancel banyak alesannya",1,0,2024-10-17 03:59:28
Baru pertama pake grab si tapi lumayan aman👍tentunya memudahkan juga,4,0,2024-10-17 03:53:00
beberapa titik lokasi tidak sesuai,4,0,2024-10-17 03:49:06
Limit tidak naik malah sering di blokir jadi percuma,4,0,2024-10-17 03:33:40
Ok,5,0,2024-10-17 03:27:20
Mantaaaap,5,0,2024-10-17 03:20:09
Semua jadi mudah makasih gojek semangat trs gojek dan gopay,5,0,2024-10-17 03:19:31
Pengen makan g bsa cod,5,0,2024-10-17 03:09:23
Promo nya gila-gilaan... Selalu menyenangkan pake Go-Jek,5,0,2024-10-17 03:07:01
